poemId,topics,topicWords
211,"2,3,1,5","""年年, 明月, 江湖, 船, 蘆花""，""水雲鄉, 生計""，""歸來""，""晚秋"""
212,"3,0","""忠魂""，""怒濤, 湘水"""
213,"3,2,1","""寒天, 轉眼, 針線""，""春, 梅花, 韶華""，""客"""
214,"3,2","""鶯梭""，""東風, 絲絲"""
215,"5,1,0,2","""嫩綠""，""芳姿, 隄邊""，""綽約""，""愁, 春, 東風, 眉"""
216,"3,2,4,1","""羌笛, 送行""，""情, 花, 陽關, 雪""，""無奈""，""別離"""
217,"1,2,4","""婆娑, 憔悴, 蕭蕭""，""眉, 西風""，""滿天, 霜月"""
218,"2,5,0,4,1","""塵, 松, 竹""，""蓬島, 逍遙""，""深山""，""洞門, 采藥""，""歸來"""
219,"3,0,2","""飄然""，""一陣, 天風, 日月, 松林, 白雲鄉""，""仙, 香"""
220,"1,3,2,0","""暮雲, 林""，""溪邊, 爐火""，""歸, 石, 童, 竹, 鶴""，""松風"""
221,"2,0,4","""松, 海""，""天秋, 山石, 玉笛, 琴""，""泠泠, 洞門, 謖謖, 野鶴"""
222,"2,5,1","""人間, 詩""，""山中, 生涯, 甲子, 逍遙""，""書, 林"""
223,"2,1,4,5","""仙, 歸, 湖, 花""，""浮雲""，""外家, 頂上""，""昆侖"""
224,"2,5,1","""花""，""仙犬, 長嘯""，""白雲, 驚人"""
225,"2,4,3,1","""松, 樹, 竹, 蓬萊, 鸞""，""洞門""，""寂靜, 飄然""，""白雲"""
226,"2,1","""呢喃, 夢, 懨懨, 新""，""妝, 書, 無力"""
227,"0,2,5","""池""，""小院, 春, 杜宇, 歸, 殘花, 流水, 無言, 芳草""，""落暉"""
228,"3,2,1","""歲月""，""春, 落花, 韶光""，""綠陰"""
229,"2,0,1","""冷, 新, 湘簾, 蟬, 香""，""宴, 琴, 遠音""，""書"""
230,"1,5,2,4","""寒, 斜陽, 池塘, 零落""，""瀲灩""，""新, 楊柳, 樹, 蟬""，""黃金色"""
231,"4,2,1","""涼風, 深夜, 碧梧""，""秋, 羅衣, 金""，""落葉"""
232,"2,4,1","""人, 歸, 秋, 階""，""涼風, 雁""，""落葉"""
233,"4,5,2","""紫燕""，""回顧, 欄桿""，""呢喃, 情, 珠, 簾"""
234,"4,0,2,1","""深夜, 荒蕪""，""玉笛""，""階""，""蟋蟀"""
235,"2,1","""光, 天, 新, 暑, 珠, 秋, 簾, 籬, 雨, 雲, 風""，""黃花"""
236,"2,4,0","""天, 水, 石, 秋, 蘆花, 西風""，""兩岸""，""涼月"""
237,"2,0,1,4","""山, 泉, 石""，""小橋, 紅霞, 蒼龍""，""家""，""茅屋"""
238,"2,1,4","""人, 挑燈, 新, 芭蕉, 西風""，""斷續""，""寒氣, 庭竹"""
239,"2,1","""戰, 梧葉, 石, 蟲, 階""，""喞喞, 秋風"""
240,"1,2","""妝, 宮, 恐, 盈盈""，""人, 海棠, 獨, 簾, 香"""
241,"3,2,1,0,5","""余生, 初度, 大江, 水面, 無際, 盛開, 紅燈, 花香, 蠟炬, 途中""，""君, 天, 心, 情, 明月, 梅花, 煙波, 船, 芬芳, 金, 風""，""妝, 客, 帆, 春色, 書, 蘭閨, 難""，""寒梅, 嶺南""，""恩, 香茗"""
242,"1,2,3,4","""落葉, 鳥""，""夢, 西風""，""新書, 雨聲""，""雅韻"""
243,"4,2,1","""孤芳, 瀟灑, 處士""，""夢, 山, 雪, 香""，""春色, 林"""
244,"2,4,3,0,1","""愧, 柳絮, 香""，""無知""，""國風""，""茗椀""，""書, 烏絲"""
245,"1,2,4","""月影, 桃葉, 鬢邊""，""和, 曲, 珠, 簾""，""新詞"""
246,"2,1,0,4","""古人, 心, 新, 江南, 獨, 花, 香""，""春色""，""得名""，""錦繡"""
247,"0,2","""綽約""，""天, 春風, 獨, 顏色"""
248,"1,2,0","""妝, 爛漫""，""人, 無語, 花, 風""，""並立"""
249,"1,2","""冰, 夜, 天然, 寂寞, 寒月, 暗香, 玉骨, 疎影""，""珠, 魂"""
250,"2,4,1","""新, 誰家""，""剪彩, 天工, 渲染, 點綴""，""秋光"""
251,"2,0,3,1","""君, 夜夜, 情緒, 魂""，""傷神, 夢裏""，""平安""，""書"""
252,"2,4,1","""佳節, 君, 思, 西風, 雲""，""塞北, 雁""，""千萬, 惆悵, 關河"""
253,"4,1","""惜別, 雁, 雲山""，""書, 長空, 音"""
254,"2,0,4,1","""君, 思, 雲, 飄泊""，""他鄉, 冷風, 去路""，""珠海""，""寒雨, 往事"""
255,"5,2,1","""瀟瀟""，""新, 獨, 秋雨, 階""，""恐, 滿地"""
256,"2,1,5","""不忍, 佳節, 光, 愛, 月華, 雲""，""去年, 徘徊, 長空""，""欄桿"""
257,"2,4,1","""玉, 簾, 花, 風""，""慕, 淸暉, 皎潔, 碧空""，""江山"""
258,"2,0,3,5","""人, 玉, 簾""，""影射, 日光, 牕下""，""寂靜""，""牙簽"""
259,"4,2,1","""桐花, 蕭條, 雁""，""夢, 天, 影, 急, 苔, 雨, 風, 香""，""妝"""
260,"4,1,2,5","""深秋""，""檢點, 窗前""，""無聊""，""新篇"""
261,"5,2,4,1","""竹林""，""冷, 淒淒, 簾, 風""，""滿目""，""書"""
262,"2,3,1,0","""人間, 夢, 天上, 芳魂, 茫茫, 靈, 鶴""，""歸去""，""蓬""，""白雲鄉"""
263,"2,0,1","""女, 神仙, 風雨, 香, 魂""，""玉魚, 瑤池, 飄渺""，""書"""
264,"2,0,1","""冷, 玉樓, 階, 雲, 香""，""湘水""，""招魂"""
265,"2,1,5","""塵, 夢""，""冰""，""知音"""
266,"1,2,5","""春色, 池塘, 闌珊""，""寂寂, 水, 細雨""，""窗簾"""
267,"2,5,1,0","""呢喃, 簾, 苔, 落花""，""梁上燕, 深沈, 院宇, 雨點""，""書""，""可人"""
268,"2,1,3,0","""香""，""書, 爐, 荷葉""，""轉眼""，""池"""
269,"4,1,2,0","""低垂, 窗外, 繡幕""，""微風""，""人, 花, 階""，""氤氳"""
270,"2,4","""愧, 春, 花, 草色""，""陰日"""
271,"4,2,0,1","""山色, 藤蘿""，""峰巒, 影, 石, 竹, 翠, 風""，""柴扉""，""浮雲"""
272,"1,2,4,3,0","""鳥""，""塵, 曲徑, 聲聲""，""茅屋""，""四面, 寂靜""，""煙雲"""
273,"2,4","""何時, 宵, 影, 秋, 西風, 雙星, 雲""，""泠泠, 玉露, 銀河"""
274,"2,1","""珠, 秋, 簾, 陰, 階, 風""，""夜, 蕭瑟"""
275,"2,5,1","""人, 寂寂, 庭院, 海棠""，""天際""，""惟有, 書, 浮雲"""
276,"1,5,2","""井梧, 日暮, 鳥""，""危樓, 朱欄""，""人, 秋, 笛, 誰家"""
277,"4,2,0,1","""宜人, 瀟灑, 牙籖""，""塵, 小院, 新, 晚風, 秋""，""蟬鳴""，""蕭瑟"""
278,"2,5,1","""新, 柳, 簾""，""朱欄, 煙籠""，""池塘, 芳徑"""
279,"2,4,1,0","""人, 兩地, 無聊, 西風""，""秋聲""，""不堪, 日暮, 蕭瑟, 黃葉""，""去路"""
280,"2,5,1,3","""風雨""，""欄桿, 瀟瀟""，""夜, 寒, 收拾, 獨自, 闌珊, 難, 餘香""，""秋色"""
281,"2,1,0","""山, 晴, 花, 雪, 風, 香""，""寒, 徘徊, 春色""，""梅, 酒杯"""
282,"2,4,1,5","""愛, 瘦影, 簾, 花, 雪""，""月色""，""寒, 春色""，""枝頭"""
283,"1,2,3,4,5","""喜, 春色""，""人, 懨懨, 東風, 無聊, 花, 芳草, 陰""，""柳條""，""紗窗, 腰圍""，""沈香"""
284,"0,2,1","""臨風, 輕盈, 黛色""，""無意, 眉, 笑, 翠, 腰肢""，""寒"""
285,"1,5,0,2,3","""冰, 妝, 微雨, 書, 玉容""，""欄桿, 潔白, 瀟瀟""，""春寒""，""冷, 學, 愛, 臙脂, 霓裳, 香""，""風度"""
286,"2,1,5,4","""春, 桃花, 樹, 簾, 臙脂, 芳草, 金, 階, 風""，""遊絲""，""歌喉""，""紗窗"""
287,"2,0,1,3","""春光, 東風, 歸, 芳草""，""連天""，""夜, 嬌紅""，""搖落"""
288,"2,1,3","""天, 春, 暮, 杜宇, 東風, 歸, 簾, 花, 芳草, 落紅, 雨""，""斜陽, 空餘, 陣陣, 難""，""留住"""
289,"1,4,2,3","""楓葉, 池塘, 淒涼, 菊, 鴻雁""，""滿目, 疎林, 聲韻, 蕭條, 颯颯""，""冷, 山, 影, 思, 新, 樹, 秋, 籬, 蟬, 西風, 雲, 香""，""成行"""
290,"4,2,3,5,1,0","""凝眸, 嘹嚦, 東籬, 淡淡, 爽氣, 疎雨, 雁""，""天, 影, 炎, 簾, 西風, 雲""，""秋色""，""欄桿, 瀟瀟""，""寒, 重陽, 黃花""，""掩暎"""
291,"1,2,4,0","""星, 江, 漁, 蕭蕭""，""冷, 天, 暮, 水, 火, 風""，""凝眸, 雲山""，""翠色, 蘋洲"""
292,"4,2","""兩岸, 茅屋, 荻花, 雁""，""夕陽, 柳, 歸"""
293,"5,2,1,4","""艷陽""，""天, 春, 柳絲, 翠, 花, 芳菲, 草色, 香""，""窗前""，""嬋娟"""
294,"3,1,2,5","""秋色""，""喞喞, 梧桐, 落葉""，""簾, 蟲, 西風""，""燭影"""
295,"2,4,1","""人, 明月, 晴空, 水, 玉, 簾, 風""，""寒氣""，""回首, 新詩, 翠竹, 鐵馬, 鴻"""
296,"3,2,1,5,0","""碧峰, 蒼蒼""，""人, 山, 心, 明月, 松, 流水, 繁華""，""白雲""，""猿鳥""，""潺潺"""
297,"4,1,2","""山色, 空前""，""夜, 平蕪, 漁, 金粉, 鳥""，""唱, 湖, 煙波"""
298,"0,2,1,5,4","""薄暮""，""天, 山, 水, 花, 雨""，""客, 江, 秋氣""，""田稻""，""涼風"""
299,"2,1,5,0","""光, 夫人, 影, 愁, 暮, 樹, 流水, 獨, 秋""，""孤城, 帆, 江, 菊, 闌""，""瓜洲, 畹鄉""，""薄暮"""
300,"1,5,2,4","""家, 燈火, 菊, 落葉, 蕭蕭, 鈞""，""一徑通, 揚州""，""君, 夕陽, 影, 惜, 樹, 西風, 雲""，""北固, 海門, 鐘聲, 骨花"""
301,"1,2,5","""客, 帆, 江""，""今夜, 夕陽, 夢, 明月, 柳, 水, 茫茫, 蘆花""，""孤舟"""
302,"2,5,0","""惜, 愛, 春, 無言, 竹, 綠萼, 蛟, 雪""，""宛似, 枝頭, 空谷""，""水邊"""
303,"2,1,0","""不忍, 心, 春, 東風, 無言, 素心, 芳草, 香""，""書, 相宜""，""簾幙"""
304,"0,2","""素質""，""人, 月光, 流水"""
305,"1,2","""寂寞, 秋風""，""人, 淚, 陰"""
306,"2,4,1","""人, 影, 樹, 歸, 水, 流螢, 秋, 花, 雲""，""月色""，""夜, 家, 寒"""
307,"2,0,4,1,5,3","""不平, 咫尺, 天, 愁, 晴, 湖, 神仙, 雲, 鴛鴦""，""依舊, 湖邊""，""春水, 江海, 高情""，""春花, 有時, 生, 白雲, 秋風, 鳥""，""得意, 綠波""，""孤松"""
308,"2,0,4,1","""咫尺, 影, 心, 春, 松, 秋, 風""，""塵埃, 磐石, 翠色, 蒼龍, 蔽日, 虛空""，""九天""，""可憐, 寒, 白雲"""
309,"5,2,1","""幽懷""，""人, 水, 獨, 蝶, 風""，""寒, 燭, 秋窗, 難"""
310,"2,0,4,1","""人, 思, 詩, 雪""，""還有, 闌幹""，""世間""，""靑山"""
311,"0,2","""料峭, 春寒, 風箏""，""影, 晴"""
312,"5,3,2","""簫聲, 雲頭""，""江城""，""晴, 東風, 柳, 花, 詩, 雨"""
313,"2,1,4","""寂寥, 明月, 梧葉, 深宵, 秋, 金, 陰""，""窗前, 蕭蕭""，""自愛"""
314,"2,4","""人間, 天上, 情緒, 玉, 花, 金, 雙星, 風""，""離合"""
315,"2,1,4","""何時, 夢, 山, 泉, 雨, 雲""，""帆""，""樹影"""
316,"2,4,3,1","""樹, 輕舟, 雲""，""今夕, 慕, 煙霧, 胥江, 闔閭""，""回頭, 官, 蒼蒼""，""渺渺"""
317,"1,5,0,2","""帆""，""懸崖""，""琴""，""佛, 光, 松, 火, 魂"""
318,"2,3,1","""樹, 泉, 雲""，""回頭, 忘却""，""惟有"""
319,"1,3,2","""寒, 江""，""夢魂, 孤篷, 漁燈""，""影, 明月, 船"""
320,"1,3,2,4","""女伴, 畫圖""，""天光, 西湖""，""晴, 水, 雨, 雲""，""山色"""
321,"1,2,4,0","""渺渺""，""湖, 船, 花, 雨""，""漠漠""，""一陣, 橋頭, 酒樓"""
322,"2,3,0","""南北, 樹, 湖, 花, 陰""，""高峰""，""開門"""
323,"2,4","""扁舟, 春風""，""遊覽, 隨意"""
324,"2,1,0","""樓臺, 水, 琉璃""，""分明, 無數""，""山水"""
325,"4,3,2","""巍巍, 花神""，""湖濱""，""急, 惜, 春, 風雨"""
326,"3,2,4","""春草, 梵宮""，""夕陽, 雲""，""鐘聲"""
327,"4,2","""良友, 蒼苔, 長廊""，""人"""
328,"3,2,1,0","""西湖""，""碧波, 花""，""舟""，""去路, 楊綠, 菱塘"""
329,"1,2,4","""年華, 當年, 蘇小, 車""，""春, 燕子, 花""，""殘照"""
330,"3,1,2,4","""湖灣""，""綠陰""，""人, 春, 暮, 蠶""，""風氣"""
331,"5,2,1","""冷泉, 天竺, 村莊, 燒香, 香花""，""二月, 婦, 歸, 相隨""，""斜陽"""
332,2,"""愛, 春, 桃花"""
333,"2,4","""夢, 竹, 紅塵, 金, 雲""，""隔斷"""
334,"2,1,0,5","""水, 芳草, 雨""，""寒, 惆悵""，""梅""，""落空"""
335,"4,2,1,3","""兩岸, 寒煙, 暮雨""，""唱, 天, 娘, 曲, 江頭, 浪, 蘆花, 西風""，""蕭蕭""，""客船"""
336,"1,2,4,3,0","""客, 家, 鴻""，""人, 君, 天, 慰, 春, 杏花, 柳絲, 河, 秋, 細雨, 飄零""，""惜別""，""歸心""，""征衫"""
337,"3,1,2","""四面, 朝天""，""團扇, 恐""，""月光, 竹, 風"""
338,"2,4,0","""夢, 小院, 思, 新, 秋, 簾, 詩句, 風""，""竹影""，""瀟湘"""
339,"1,0,2","""書""，""不停, 未知""，""人, 愁, 春, 詩"""
340,"2,1","""人, 光, 冷淡, 影, 急, 無語, 獨, 風""，""分明, 寒"""
341,"2,4,1,3","""思, 惜, 晴, 歸, 江南, 舊, 茫茫, 草堂, 雨""，""塞北""，""夜, 斜陽""，""明春"""
342,"2,0,3,4","""人, 天, 思, 悄然, 新, 明月, 暑, 秋, 蝶""，""雨後""，""花徑""，""無奈"""
343,"1,2,4,5,0","""小艇, 帆""，""冷, 影, 歸, 秋水""，""荻花""，""天際, 蒼茫""，""幾人"""
344,"2,1,4","""人, 山, 愛, 溪水""，""白雲, 茅廬, 讀書""，""柴門"""
345,"4,2,1","""畫師, 絕世, 難得, 題詩""，""人, 缺, 閨中""，""蕭蕭"""
346,"2,3,1,0","""天, 急, 江南, 風""，""寒鴈, 江北路, 關心""，""暮雲, 難""，""孤帆"""
347,"1,2","""燒""，""夢, 松, 蘭"""
348,"0,2","""梅, 濃雲, 牕前, 雨天""，""樹, 雪"""
349,"4,1,2","""客舍""，""相依""，""今日, 扁舟, 春, 楊花, 歸, 獨, 相送, 雪"""
350,"2,3,5,4,1","""屈指, 柳, 樹""，""歸舟""，""遙望""，""雲山""，""江"""
351,"0,2,1","""臨風""，""夢, 寂寥, 挑燈, 秋, 竹, 簾, 雨""，""夜"""
352,"1,2,5,4","""微風, 記得""，""塘, 女兒, 婦, 新, 珠, 碧波""，""西泠""，""驟雨"""
353,"2,0","""和, 情, 樹, 蟬""，""臨風, 餘音"""
354,"3,0,2,4,1","""楓林""，""瀟湘""，""秋, 風""，""星河""，""幽恨, 瑤瑟"""
355,"2,4,1","""君, 扁舟, 明日, 河, 淚""，""柳枝""，""恐"""
356,"1,2,3,4","""家, 日暮""，""扁舟, 梅花, 歸, 竹""，""應候""，""主人"""
357,"2,1","""二月, 山, 情, 愛, 春光, 柳, 風""，""生, 窗前, 綠陰"""
358,"2,1,0,5","""夫人, 山, 影, 春, 歸, 竹, 翠, 花, 雲""，""生""，""三月""，""畹鄉"""
359,"2,4,1","""園林, 寂寂, 影, 春光, 笑""，""主人, 窗紗, 花枝, 難免""，""家"""
360,"3,1,2,4","""殘春""，""檢點, 闌""，""人, 明月, 羅衣""，""留待"""
361,"2,5,4,0","""塵, 天, 玉, 皎皎, 秋, 金, 風""，""空中""，""姮娥""，""精神"""
362,"0,5,1,2","""書樓""，""來意, 愴然, 梅樹, 此日""，""惟有""，""夕陽, 階, 雨"""
363,"4,2,1,5","""性格, 邊塞, 須要""，""人, 天, 夫人, 女, 山, 愛, 秋, 詩人""，""丈夫, 寄語, 寒, 恐""，""畹鄉"""
364,"2,1,3,0","""仙, 光, 塵, 夕陽, 夢, 暮, 曲, 水, 秋, 雨, 雲""，""家, 林, 鴉, 黃葉""，""石欄, 赤城""，""薄暮"""
365,"2,0","""君, 山, 新秋, 風雨""，""潺潺, 澗水, 特地, 連靑"""
366,"4,0,5,2","""柴門""，""小隱, 才華, 水濱""，""名山, 絕代""，""從此, 甘, 詩人"""
367,"2,5,1","""今朝, 秋, 閨""，""聞名""，""新詩, 書"""
368,"2,0,1,4,5","""人, 樹, 獨, 畫, 金石, 龍""，""存亡, 煙雲, 琴, 蛇, 西園, 面目, 須眉""，""偶然, 書, 詞""，""天數, 琳瑯""，""小倉山"""
369,"1,2,5","""寒, 月影, 江, 獨自, 話別""，""淚, 秋, 臨岐""，""孤舟"""
370,"2,4,0,5,1","""女兒, 江南""，""月色""，""朦朧, 老屋""，""綺疎""，""夜, 書"""
371,"2,1","""五色, 夢, 天, 玉, 金, 雲, 鶴""，""星, 書"""
372,"2,1,5","""夢, 新, 秋, 童, 舊""，""風光""，""牙簽, 讀書樓"""
373,"2,1,0","""塵, 夢, 花, 香""，""光芒, 客""，""公車, 天門, 騎馬"""
374,"2,1,0","""人事, 夢, 花""，""星, 林""，""淸池, 風雲"""
375,"2,5,0,3","""夢, 眉, 花, 金, 雲""，""雲霞""，""珠翠""，""娉婷"""
376,"2,5,3","""人, 夢, 學, 樓臺, 茫茫""，""大海, 長年""，""無須, 舟楫"""
377,"2,1,0,4","""夢""，""鳥""，""依舊, 蛇, 雲霄""，""鐘聲"""
378,"2,1","""人, 夢, 花, 閨""，""家, 稚子"""
379,"0,2,1","""慧眼, 才華, 遊興""，""光, 瓊樓, 畫, 絮, 雪""，""家"""
380,"2,5,1,4","""人, 湖, 獨立, 苔""，""此日""，""滿地, 素娥""，""白鶴"""
381,"2,1","""分外, 夢, 春, 香""，""夜, 昏黃"""
382,"1,0,2,4","""夜, 生""，""新陰""，""從此, 畫, 秋, 風雨""，""窗外"""
383,"0,1,3,2,4","""不意, 宮袍, 朝日, 海內""，""故事, 新詩, 疾, 詞, 馬""，""官""，""少年, 柳, 花""，""圖畫"""
384,"5,2","""長幹""，""故鄉"""
385,"2,3,1","""今日, 春, 燕子, 舊, 飄泊""，""釣磯, 鳥衣""，""昔時"""
386,"2,0,1","""人, 四壁, 宵, 階""，""不斷, 桐陰, 闌幹""，""滿地"""
387,"3,4,1","""楊枝, 遠空""，""金塘""，""遊絲"""
388,"2,1,0","""天, 雲""，""長堤, 馬""，""未知, 飛花"""
389,"2,0,1","""春, 桃李, 魂""，""梅""，""死, 舌"""
390,"1,5","""惟有, 杜鵑, 綠陰, 舊年""，""霎時"""
391,"2,0,1","""影, 急, 慰, 玉, 秋, 美人, 風""，""日光, 池, 簾子, 鎮心""，""冰, 夜, 梧桐, 流光, 繁星, 闌, 黃金"""
392,"2,3,4,1","""人間, 天上, 女, 嫦娥, 宵, 山, 水, 河, 獨, 玉, 秋, 西風, 金""，""扶桑, 紅日, 蒼梧""，""洞庭波""，""寒, 生"""
393,"2,1,5","""冷, 天, 女, 曲, 松, 玉, 芳心, 蘭, 金, 鳳, 龍""，""冰, 女貞, 寒, 瑤琴, 闌, 難, 霜雪""，""丁香, 海水, 雌"""
394,"3,1,4,2,0","""今春, 江城""，""舟""，""天心""，""人意""，""依舊"""
395,"2,0","""慰, 閨中""，""彌陀, 蒼生"""
396,"5,2,1,3,4,0","""折柳""，""人, 思, 暮, 獨, 蘭""，""寒, 江, 鴻""，""離騷, 風帆""，""閨女, 鸚鵡洲""，""弟子"""
397,"1,5,2,4","""江, 黃葉""，""孤舟""，""山, 故鄉, 秋, 翠, 雲""，""白門"""
398,"3,2,4","""江城""，""人, 學, 春, 水""，""先賢, 試聽, 長官, 題詩, 黃鸝"""
399,"0,2,3,1","""官閣, 張旭, 琴聲, 秋毫, 英俊""，""光, 夢, 山, 水, 玉, 鶴""，""栽花""，""春色, 書"""
400,"2,1,0","""曲, 無心""，""妃, 書牕, 硯池""，""瀟湘"""
401,"2,5,3","""人間, 春風, 無情, 花""，""小草, 綢繆, 辛苦""，""兒女"""
402,"1,2","""惟有, 烏絲, 百花, 絕妙, 詞""，""春, 神仙, 離別"""
403,"3,1,2","""苦吟, 鼓角""，""寒""，""情, 珠, 閨"""
404,"2,0","""春, 泉, 鶴""，""池, 牕下"""
405,"2,3","""人, 今朝, 天, 女, 扇, 月光, 湘簾, 秋, 竹, 芭蕉, 風""，""歸心, 絳河"""
406,"0,2,1","""涼流, 秋夜, 臨時""，""光, 獨, 玉, 籬, 花, 閨, 風, 香""，""三更, 新月"""
407,"2,1","""新, 玉, 畫, 簾, 花間, 金, 雲""，""不覺, 闌"""
408,"2,0","""光, 愁, 愛, 羅衣, 鳳, 龍""，""池"""
409,"2,1","""桃花, 玉, 笑""，""明珠"""
410,"2,1,0,4","""玉""，""春曉, 難""，""耐寒, 雕鏤""，""骰子"""
411,"1,2,0","""蛾眉, 郎君""，""佳人""，""天眞"""
412,"2,1,4","""曲, 江南""，""恐""，""玉簫"""
413,"4,1,2","""畫樓""，""新月""，""愁, 新"""
414,"1,2,0,4","""彈指""，""佛, 宵, 香""，""滋味""，""旃檀"""
415,"2,1","""思, 雲, 飛燕, 龍""，""新樣, 漢宮"""
416,"2,5,1,3","""千古, 寂寥, 愁, 秋""，""春夜""，""傷心""，""冰綃"""
417,"2,3","""何時, 花, 苔, 陰""，""支持"""
418,"2,1","""仙, 幾時, 簾, 蝶""，""宮, 家, 蘆, 香氣"""
419,"5,2,0,1","""東鄰""，""天, 女, 鴛鴦""，""牕前, 金針""，""多情"""
420,"2,1,4","""光, 天, 金, 閨, 香, 鳳""，""文章, 生""，""手中"""
421,"2,5,0","""燕子, 花""，""銀屏""，""書樓"""
422,"2,5,4,1","""人, 春, 韶光""，""菱花""，""心事""，""惟有, 相憐, 鏡中"""
423,"2,0,1,4","""春, 香""，""依舊, 傷神""，""誰知""，""主人"""
424,"2,3,0","""從此, 舊, 鏡臺""，""身材""，""塵緣"""
425,"2,1,3","""曲, 西風""，""故事, 江, 登高""，""晴濤"""
426,"0,2,4,1","""官閣, 池""，""詩, 風""，""夕照""，""林, 魚"""
427,"2,1,4","""冷""，""黃花""，""人心, 孤芳, 風流"""
428,"4,3,2,5,1,0","""何期, 公卿, 圖畫, 盛名, 蓬瀛""，""艱辛, 閨閣""，""仰, 女, 風""，""蘆簾, 題詠""，""他日, 寒, 江鄉""，""蒼生"""
429,"2,5,1","""仰, 冰雪, 詩人""，""金閨""，""家"""
430,"4,3,1,2","""圖畫, 題詩""，""寄粧臺""，""感""，""新"""
431,"1,5,2","""不覺, 寒, 恐, 新月, 生, 闌, 難""，""舉頭""，""嫦娥, 暮, 歸, 海, 玉漏, 眉, 簾, 羅衣"""
432,"1,4,2,5","""十年, 書, 林""，""難得""，""君, 女, 愛, 桃李, 花, 閨, 香""，""參軍"""
433,"1,2,5,0","""不用, 別離, 從來, 才子""，""愛, 長亭""，""行詩""，""丹靑"""
434,"2,5","""人間, 翩翩""，""揚州, 新篇"""
435,"3,2,1","""山巔""，""人間, 畢竟, 雙雙""，""試問"""
436,"0,1,2,3","""仙家, 日月""，""死""，""天上, 學, 眉, 紅塵""，""劉綱"""
437,"1,2","""無力, 遊絲""，""東風, 簾, 花"""
438,"1,2,3,4,5","""燒, 綠陰, 難""，""仰, 山, 庭院, 晴, 簾, 花, 雨""，""多謝, 管弦""，""佳日, 長廊""，""才名"""
439,"2,0,1,5","""人, 仙, 俯視, 光, 千古, 天, 愛, 松, 法, 羽翼, 靈, 餐, 鶴, 鸞""，""閒適""，""客, 寒, 書, 生, 緬懷""，""平地"""
440,"2,3,5,0,1","""世人, 仰, 塵, 女, 巾幗, 曲, 樹, 舊, 苦, 雲, 餐""，""今春, 余生, 夙願, 縹緲, 障礙""，""仙界, 名山, 攀途""，""仙家, 星辰, 沆瀣""，""舟, 鳥"""
441,"2,4,3,5","""塵, 夫人, 宵, 山, 春, 松, 猿, 玉, 金, 階, 雲, 靈, 風, 鶴""，""天文, 旭日""，""宰相""，""四時"""
442,"2,4,1","""人, 夕陽, 山, 松, 桃花, 流水, 焚香, 紅塵, 芳草, 雲, 鶴""，""白晝, 采藥, 閉關""，""寒"""
443,"2,1,0,3","""天, 海, 畫, 翠, 陰, 雨, 雲, 鶴, 鸞""，""放晴""，""歸途""，""多謝"""
444,"1,2,4,0,3","""恐, 生""，""春, 樹, 花, 詩人, 高堂""，""華南""，""甘旨""，""紅桃"""
445,"2,0,1","""夢, 梨花, 無限, 眼前, 詩, 魂""，""空堂""，""夜, 靑苔"""
446,"2,4,0,1","""柳, 花, 雨""，""殘紅, 閒步""，""水邊, 魚苗""，""萍"""
447,"2,1","""不忍, 天, 明月, 竹, 羅衣, 陰""，""爐"""
448,"2,1,0,4","""庭院, 秋, 西風, 迢迢""，""桐葉""，""尚未""，""書卷, 淸宵, 疎燈"""
449,"4,2,0,1","""茅茨""，""山, 悲, 愁, 歸, 秋, 翠, 西風, 黃昏""，""尚未, 紅葉""，""客"""
450,"2,1","""人, 獨""，""惟有, 相對"""
451,"1,2,0,4","""寒, 斜陽, 鳥""，""人, 曲, 松, 歸""，""臨風, 萋萋""，""短笛"""
452,"4,2,0,1","""小溪""，""光, 晴, 月下, 獨, 雪""，""梅""，""分明, 夜, 寒"""
453,"0,1","""泉聲, 芳塘, 農夫, 雨後""，""斜陽, 林"""
454,"2,1,3","""天, 河, 花""，""京華, 落日, 馬""，""新紅"""
455,"2,3,0","""人, 花, 閨中""，""徐淑, 轉眼""，""絕倫"""
456,"2,0","""和, 樹, 花, 詩, 金, 閨""，""三月"""
457,"4,2,1,0","""秋紅""，""人, 花, 閨中""，""他日""，""佳話, 書畫"""
458,"2,0,1","""君, 姑, 愁, 新, 春, 樓臺, 獨, 舊, 蕭疎, 金, 閨, 飄泊""，""他鄉, 樂事, 留名""，""夜, 書, 鏡中"""
459,"5,2,3,0","""揚州""，""人事, 愛, 水, 竹, 雲, 風, 香""，""佛地, 裊裊, 雨花""，""玉笛"""
460,"4,0,2,5","""一行, 公子, 絲竹, 翠羽, 詩社, 風流""，""宴, 荷花""，""山, 楊柳, 湖, 畫, 船, 陰, 香""，""揚州"""
461,"2,5,1,3","""光, 春風, 水, 湖, 花, 陰, 雨""，""佳景, 蓮葉""，""參差, 喜, 難""，""紅日, 遠空"""
462,"1,2,0","""他日, 帆, 文章, 江, 荷葉, 車""，""柳, 海, 風""，""桂花"""
463,"1,2,4,5,0,3","""文章, 玉堂, 白雲, 鮮""，""今朝, 仙人, 悠然, 愛, 春, 梅花, 樹, 水, 湖, 纏綿, 船, 雲""，""兩岸, 慕, 絲竹""，""古來, 林泉, 釣魚""，""宴, 從前, 東山, 流連, 蒼生""，""夙願"""
